Name,Code,Category,Price,Change,Change%,52week,Volume,EPS,DPS,NTA,PE,DY,ROE,PTBV,MCap.(M),hyperlink
TOPVISN,0332,"Health Care ProvidersHealth Care, Ace Market",0.155,-0.005,-3.1%,0.150-0.260,"3,103",0.61,1,0.141,25.23,6.45,4.34,1.10,48.02,https://www.klsescreener.com/v2/stocks/view/0332/topvision-eye-specialist-berhad
SEAL,4286,"PropertyProperty, Main Market",0.630,0.02,3.3%,0.570-0.845,89,3.74,0,0.865,16.83,0.00,4.33,0.73,283.38,https://www.klsescreener.com/v2/stocks/view/4286/seal-incorporated-berhad
HHHCORP,0160,"Industrial ServicesIndustrial Products & Services, Ace Market",0.120,0,0%,0.110-0.140,901,1.16,0,0.27,10.31,0.00,4.31,0.44,47.90,https://www.klsescreener.com/v2/stocks/view/0160/hiap-huat-holdings-bhd
AMLEX,03011,"SemiconductorsTechnology, Leap Market",0.170,0,0%,0.080-0.220,0,0.81,0.12,0.188,21.11,0.71,4.29,0.91,45.58,https://www.klsescreener.com/v2/stocks/view/03011/amlex-holdings-berhad
ENPRO,0367,"Energy, Infrastructure, Equipment & ServicesEnergy, Ace Market",0.225,0.005,2.3%,0.200-0.305,"12,112",0.47,0,0.11,47.97,0.00,4.26,2.05,236.25,https://www.klsescreener.com/v2/stocks/view/0367/enproserve-group-berhad
UUE,0310,"ConstructionConstruction, Ace Market",0.375,0.005,1.4%,0.317-0.630,"7,905",0.59,0,0.14,63.26,0.00,4.23,2.68,342.16,https://www.klsescreener.com/v2/stocks/view/0310/uue-holdings-berhad
BPPLAS,5100,"Packaging MaterialsIndustrial Products & Services, Main Market",0.620,-0.015,-2.4%,0.590-1.090,500,4.09,6,0.97,15.16,9.68,4.22,0.64,174.55,https://www.klsescreener.com/v2/stocks/view/5100/bp-plastics-holding-bhd
ESCERAM,0100,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.090,-0.005,-5.3%,0.090-0.130,"6,849",1.22,0,0.29,7.36,0.00,4.21,0.31,63.64,https://www.klsescreener.com/v2/stocks/view/0100/es-ceramics-technology-bhd
HCK,7105,"PropertyProperty, Main Market",2.190,-0.01,-0.5%,2.060-2.230,"1,764",3.53,0,0.84,62.10,0.00,4.20,2.61,1371.73,https://www.klsescreener.com/v2/stocks/view/7105/hck-capital-group-berhad
IBHD,4251,"PropertyProperty, Main Market",0.240,-0.005,-2%,0.200-0.365,"5,567",3.00,0.48,0.72,8.00,2.00,4.17,0.33,445.75,https://www.klsescreener.com/v2/stocks/view/4251/i-berhad
FEYTECH,5322,"Auto PartsIndustrial Products & Services, Main Market",0.225,-0.005,-2.2%,0.195-0.525,"2,025",1.24,0.6,0.3,18.18,2.67,4.13,0.75,189.72,https://www.klsescreener.com/v2/stocks/view/5322/feytech-holdings-berhad
UNISEM,5005,"SemiconductorsTechnology, Main Market",2.690,-0.03,-1.1%,1.810-3.730,"2,308",5.37,7,1.303,50.08,2.60,4.12,2.06,4339.18,https://www.klsescreener.com/v2/stocks/view/5005/unisem-m-berhad
IGBCR,5299,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.595,0.005,0.8%,0.490-0.650,"14,217",3.94,4.23,0.959,15.09,7.11,4.11,0.62,1440.62,https://www.klsescreener.com/v2/stocks/view/5299/igb-commercial-real-estate-investment-trust
OKA,7140,"Building MaterialsIndustrial Products & Services, Main Market",0.430,0.01,2.4%,0.410-0.590,"1,009",3.31,2.5,0.81,13.00,5.81,4.09,0.53,105.52,https://www.klsescreener.com/v2/stocks/view/7140/oka-corporation-bhd
KOSSAN,7153,"Health Care Equipment & ServicesHealth Care, Main Market",0.990,0,0%,0.935-2.030,"23,074",5.92,8,1.453,16.74,8.08,4.07,0.68,2532.29,https://www.klsescreener.com/v2/stocks/view/7153/kossan-rubber-industries-bhd
ADVCON,5281,"ConstructionConstruction, Main Market",0.190,0,0%,0.180-0.250,1,1.14,0,0.28,16.67,0.00,4.07,0.68,111.10,https://www.klsescreener.com/v2/stocks/view/5281/advancecon-holdings-berhad
OCK,0172,"Telecommunications Service ProvidersTelecommunications & Media, Main Market",0.360,0,0%,0.345-0.510,"5,130",2.36,0.5,0.58,15.26,1.39,4.07,0.62,390.93,https://www.klsescreener.com/v2/stocks/view/0172/ock-group-berhad
HPPHB,0228,"Packaging MaterialsIndustrial Products & Services, Ace Market",0.280,-0.005,-1.8%,0.275-0.520,100,1.29,0.5,0.32,21.63,1.79,4.05,0.88,108.83,https://www.klsescreener.com/v2/stocks/view/0228/hpp-holdings-berhad
CEB,5311,"Diversified IndustrialsIndustrial Products & Services, Main Market",0.300,-0.01,-3.2%,0.195-0.350,"40,906",1.82,0,0.45,16.52,0.00,4.04,0.67,297.60,https://www.klsescreener.com/v2/stocks/view/5311/cape-ems-berhad
EAH,0154,"Digital ServicesTechnology, Ace Market",0.005,0,0%,0.005-0.010,0,0.04,0,0.01,12.38,0.00,4.03,0.50,32.26,https://www.klsescreener.com/v2/stocks/view/0154/ea-holdings-berhad
MAYBULK,5077,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.375,0,0%,0.285-0.375,"5,369",2.06,0,0.516,18.21,0.00,3.99,0.73,337.50,https://www.klsescreener.com/v2/stocks/view/5077/maybulk-berhad
SHL,6017,"PropertyProperty, Main Market",2.200,-0.02,-0.9%,2.150-2.550,62,15.30,12,3.87,14.38,5.45,3.95,0.57,532.67,https://www.klsescreener.com/v2/stocks/view/6017/shl-consolidated-bhd
SURIA,6521,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",1.430,0.08,5.9%,1.210-2.050,100,13.45,3,3.403,10.63,2.10,3.95,0.42,494.52,https://www.klsescreener.com/v2/stocks/view/6521/suria-capital-holdings-bhd
TASCO,5140,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.385,0,0%,0.385-0.640,"2,664",3.22,1.25,0.82,11.97,3.25,3.92,0.47,308.00,https://www.klsescreener.com/v2/stocks/view/5140/tasco-berhad
ATRIUM,5130,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",1.260,-0.02,-1.6%,1.220-1.410,866,5.44,9.4,1.387,23.18,7.46,3.92,0.91,334.59,https://www.klsescreener.com/v2/stocks/view/5130/atrium-real-estate-investment-trust
MKH,6114,"PropertyProperty, Main Market",0.935,0,0%,0.910-1.100,260,12.69,3,3.25,7.37,3.21,3.91,0.29,548.42,https://www.klsescreener.com/v2/stocks/view/6114/mkh-berhad
FAMIERA,0378,"Agricultural ProductsConsumer Products & Services, Ace Market",0.190,-0.005,-2.6%,0.190-0.260,"1,522",1.63,0,0.21,11.68,0.00,3.87,0.90,85.50,https://www.klsescreener.com/v2/stocks/view/0378/farmiera-berhad
MSB,0350,"Auto PartsIndustrial Products & Services, Ace Market",0.075,0,0%,0.070-0.180,"5,756",0.45,0,0.12,16.49,0.00,3.79,0.63,45.75,https://www.klsescreener.com/v2/stocks/view/0350/msb-global-group-berhad
SPSETIA,8664,"PropertyProperty, Main Market",0.885,0,0%,0.720-1.300,"139,124",10.19,2.55,2.7,8.68,2.88,3.77,0.33,4427.95,https://www.klsescreener.com/v2/stocks/view/8664/s-p-setia-berhad
ORIENT,4006,"AutomotiveConsumer Products & Services, Main Market",7.240,0.04,0.6%,6.380-7.400,582,43.53,40,11.585,16.63,5.52,3.76,0.62,4491.65,https://www.klsescreener.com/v2/stocks/view/4006/oriental-holdings-bhd
KSSC,5192,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.935,-0.01,-1.1%,0.640-1.030,229,2.98,0,0.8,31.35,0.00,3.73,1.17,190.79,https://www.klsescreener.com/v2/stocks/view/5192/k-seng-seng-corporation-berhad
SMISCOR,7132,"Auto PartsIndustrial Products & Services, Main Market",0.555,0,0%,0.500-0.800,0,6.71,0,1.8,8.27,0.00,3.73,0.31,24.86,https://www.klsescreener.com/v2/stocks/view/7132/smis-corporation-bhd
PICORP,7201,"Industrial ServicesIndustrial Products & Services, Main Market",0.035,0,0%,0.020-0.055,0,0.26,0,0.07,13.42,0.00,3.73,0.50,23.03,https://www.klsescreener.com/v2/stocks/view/7201/progressive-impact-corporation
INSAS,3379,"Other FinancialsFinancial Services, Main Market",0.850,-0.01,-1.2%,0.820-0.970,782,14.01,3,3.76,6.07,3.53,3.73,0.23,615.24,https://www.klsescreener.com/v2/stocks/view/3379/insas-berhad
COSMOS,0261,"Industrial ServicesIndustrial Products & Services, Ace Market",0.250,-0.025,-9.1%,0.240-0.380,203,0.63,0.5,0.171,39.56,2.00,3.70,1.47,64.13,https://www.klsescreener.com/v2/stocks/view/0261/cosmos-technology-international-berhad
TEKSENG,7200,"Houshold GoodsConsumer Products & Services, Main Market",0.200,-0.01,-4.8%,0.205-0.265,"2,060",3.00,1.5,0.81,6.67,7.50,3.70,0.25,72.13,https://www.klsescreener.com/v2/stocks/view/7200/tek-seng-holdings-bhd
KKB,9466,"Industrial EngineeringIndustrial Products & Services, Main Market",1.160,0,0%,1.050-1.470,150,5.19,7.5,1.41,22.34,6.47,3.68,0.82,334.92,https://www.klsescreener.com/v2/stocks/view/9466/kkb-engineering-bhd
WEGMANS,0197,"Houshold GoodsConsumer Products & Services, Main Market",0.080,0,0%,0.070-0.150,0,0.87,0.5,0.24,9.15,6.25,3.64,0.33,44.00,https://www.klsescreener.com/v2/stocks/view/0197/wegmans-holdings-berhad
SWIFT,5303,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.380,0,0%,0.320-0.440,"1,459",3.07,1.6,0.844,12.39,4.21,3.63,0.45,339.46,https://www.klsescreener.com/v2/stocks/view/5303/swift-haulage-berhad
KPS,5843,"Diversified IndustrialsIndustrial Products & Services, Main Market",0.560,0.005,0.9%,0.550-0.705,189,7.32,7.5,2.02,7.65,13.39,3.62,0.28,300.94,https://www.klsescreener.com/v2/stocks/view/5843/kumpulan-perangsang-selangor-berhad
MEDIA,4502,"MediaTelecommunications & Media, Main Market",0.365,0.015,4.3%,0.270-0.450,611,2.35,1.5,0.651,15.50,4.11,3.62,0.56,404.86,https://www.klsescreener.com/v2/stocks/view/4502/media-prima-berhad
JFTECH,0146,"Technology EquipmentTechnology, Main Market",0.465,-0.005,-1.1%,0.355-0.675,"5,784",0.60,0.25,0.167,76.99,0.54,3.61,2.78,451.06,https://www.klsescreener.com/v2/stocks/view/0146/jf-technology-berhad
XL,7121,"Consumer ServicesConsumer Products & Services, Main Market",0.680,0,0%,0.505-0.750,"44,592",1.69,0,0.47,40.33,0.00,3.59,1.45,325.68,https://www.klsescreener.com/v2/stocks/view/7121/xl-holdings-berhad
BOXPAK,6297,"Packaging MaterialsIndustrial Products & Services, Main Market",0.225,-0.03,-11.8%,0.220-0.630,2,2.76,0,0.77,8.17,0.00,3.58,0.29,27.01,https://www.klsescreener.com/v2/stocks/view/6297/box-pak-malaysia-bhd
SUNVIEW,0262,"Renewable EnergyEnergy, Ace Market",0.350,-0.005,-1.4%,0.295-0.440,"118,215",0.64,0,0.18,54.48,0.00,3.57,1.94,198.71,https://www.klsescreener.com/v2/stocks/view/0262/sunview-group-berhad
BMS,0385,"RetailersConsumer Products & Services, Ace Market",0.155,-0.01,-6.1%,0.155-0.215,"14,607",1.28,0.2,0.18,12.10,1.29,3.56,0.86,238.70,https://www.klsescreener.com/v2/stocks/view/0385/bms-holdings-berhad
HPMT,5291,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.160,-0.005,-3%,0.160-0.270,444,1.59,0.4,0.45,10.04,2.50,3.54,0.36,52.56,https://www.klsescreener.com/v2/stocks/view/5291/hpmt-holdings-berhad
HIGHTEC,7033,"Industrial EngineeringIndustrial Products & Services, Main Market",0.680,0,0%,0.575-0.800,0,4.36,3,1.24,15.59,4.41,3.52,0.55,82.85,https://www.klsescreener.com/v2/stocks/view/7033/kumpulan-h-l-high-tech-berhad
MMSV,0113,"Technology EquipmentTechnology, Main Market",0.275,0.01,3.8%,0.230-0.665,958,1.19,1,0.34,23.06,3.64,3.51,0.81,57.05,https://www.klsescreener.com/v2/stocks/view/0113/mms-ventures-berhad
HEXIND,0161,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.300,-0.01,-3.2%,0.295-0.425,"7,243",0.40,1,0.116,74.25,3.33,3.48,2.58,824.20,https://www.klsescreener.com/v2/stocks/view/0161/hextar-industries-berhad
RTSTECH,03039,"SoftwareTechnology, Leap Market",0.165,0,0%,0.130-0.165,0,0.41,0,0.12,40.14,0.00,3.43,1.38,43.03,https://www.klsescreener.com/v2/stocks/view/03039/rts-technology-holdings-berhad
PIE,7095,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",1.150,-0.04,-3.4%,1.100-4.800,"11,989",5.88,5,1.72,19.54,4.35,3.42,0.67,441.65,https://www.klsescreener.com/v2/stocks/view/7095/p-i-e-industrial-bhd
UMSNGB,7227,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.810,0,0%,0.800-0.990,1,5.08,3,1.5,15.93,3.70,3.39,0.54,64.80,https://www.klsescreener.com/v2/stocks/view/7227/ums-neiken-group-bhd
AMFIRST,5120,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.305,-0.005,-1.6%,0.270-0.340,"3,346",4.03,2.4,1.193,7.56,7.87,3.38,0.26,209.35,https://www.klsescreener.com/v2/stocks/view/5120/amfirst-real-estate-investment-trust
ANEKA,0226,"ConstructionConstruction, Ace Market",0.115,-0.005,-4.2%,0.110-0.165,"1,730",0.47,0,0.14,24.52,0.00,3.35,0.82,79.87,https://www.klsescreener.com/v2/stocks/view/0226/aneka-jaringan-holdings-berhad
SYNERGY,0279,"Houshold GoodsConsumer Products & Services, Ace Market",0.230,0,0%,0.230-0.950,"1,567",0.86,1.64,0.26,26.64,7.13,3.32,0.88,115.00,https://www.klsescreener.com/v2/stocks/view/0279/synergy-house-berhad
UNITRAD,0247,"Building MaterialsIndustrial Products & Services, Ace Market",0.230,-0.015,-6.1%,0.160-0.275,405,0.72,0.1,0.22,31.82,0.43,3.28,1.05,375.07,https://www.klsescreener.com/v2/stocks/view/0247/unitrade-industries-berhad
AJIYA,7609,"Building MaterialsIndustrial Products & Services, Main Market",1.020,-0.01,-1%,0.775-1.295,"1,083",6.17,0,1.88,16.54,0.00,3.28,0.54,621.35,https://www.klsescreener.com/v2/stocks/view/7609/ajiya-berhad
LBICAP,8494,"PropertyProperty, Main Market",0.500,0.03,6.4%,0.340-0.500,"6,344",4.02,0,1.25,12.42,0.00,3.22,0.40,57.45,https://www.klsescreener.com/v2/stocks/view/8494/lbi-capital-bhd
BCB,6602,"PropertyProperty, Main Market",0.260,0,0%,0.220-0.310,0,4.23,0,1.35,6.15,0.00,3.13,0.19,107.25,https://www.klsescreener.com/v2/stocks/view/6602/bcb-berhad
PARKWD,2682,"PropertyProperty, Main Market",0.060,0,0%,0.050-0.120,100,0.95,0,0.303,6.34,0.00,3.12,0.20,35.74,https://www.klsescreener.com/v2/stocks/view/2682/parkwood-holdings-berhad
ENGTEX,5056,"MetalsIndustrial Products & Services, Main Market",0.520,0,0%,0.440-0.640,247,3.29,0.6,1.06,15.79,1.15,3.11,0.49,436.23,https://www.klsescreener.com/v2/stocks/view/5056/engtex-group-berhad
ASDION,0068,"SoftwareTechnology, Ace Market",0.020,0,0%,0.015-0.035,60,0.29,0,0.094,6.90,0.00,3.09,0.21,10.21,https://www.klsescreener.com/v2/stocks/view/0068/asdion-berhad
PMW,0379,"Industrial ServicesIndustrial Products & Services, Ace Market",0.235,-0.01,-4.1%,0.215-0.365,"3,581",1.17,0.3,0.19,20.05,1.28,3.08,1.24,209.63,https://www.klsescreener.com/v2/stocks/view/0379/pmw-international-berhad
EFORCE,0065,"SoftwareTechnology, Main Market",0.165,-0.005,-2.9%,0.165-0.290,"1,189",0.62,0.5,0.2,26.81,3.03,3.08,0.83,100.63,https://www.klsescreener.com/v2/stocks/view/0065/excel-force-msc-berhad
OGM,0389,"Industrial ServicesIndustrial Products & Services, Ace Market",0.130,-0.005,-3.7%,0.125-0.240,"1,936",0.74,0,0.06,17.68,0.00,3.07,2.17,40.30,https://www.klsescreener.com/v2/stocks/view/0389/one-gasmaster-holdings-berhad
RKI,7006,"Houshold GoodsConsumer Products & Services, Main Market",1.150,0,0%,0.990-1.350,0,10.21,4,3.38,11.27,3.48,3.02,0.34,225.79,https://www.klsescreener.com/v2/stocks/view/7006/rhong-khen-international-berhad
GOB,1147,"PropertyProperty, Main Market",0.095,-0.005,-5%,0.095-0.155,335,1.72,0,0.57,5.52,0.00,3.02,0.17,43.19,https://www.klsescreener.com/v2/stocks/view/1147/global-oriental-berhad
WAJA,0102,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Ace Market",0.045,0,0%,0.025-0.070,"3,500",0.12,0,0.04,37.84,0.00,2.97,1.13,50.18,https://www.klsescreener.com/v2/stocks/view/0102/waja-konsortium-berhad
TOPGLOV,7113,"Health Care Equipment & ServicesHealth Care, Main Market",0.545,-0.01,-1.8%,0.530-0.950,"383,789",1.74,0.48,0.59,31.40,0.88,2.94,0.92,4478.66,https://www.klsescreener.com/v2/stocks/view/7113/top-glove-corporation-bhd
GLOTEC,5220,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.980,0.015,1.6%,0.425-1.230,"8,503",2.93,0.7,0.998,33.44,0.71,2.94,0.98,263.74,https://www.klsescreener.com/v2/stocks/view/5220/globaltec-formation-berhad
EIB,0255,"Industrial EngineeringIndustrial Products & Services, Ace Market",0.170,0,0%,0.100-0.275,0,0.38,0,0.13,44.81,0.00,2.92,1.31,63.58,https://www.klsescreener.com/v2/stocks/view/0255/ecoscience-international-berhad
IJM,3336,"ConstructionConstruction, Main Market",2.370,-0.02,-0.8%,1.800-3.130,"23,647",8.39,8,2.89,28.24,3.38,2.90,0.82,8644.73,https://www.klsescreener.com/v2/stocks/view/3336/ijm-corporation-berhad
TIENWAH,7374,"Industrial ServicesIndustrial Products & Services, Main Market",0.755,-0.005,-0.7%,0.735-0.860,639,5.00,5.6,1.76,15.11,7.42,2.84,0.43,109.28,https://www.klsescreener.com/v2/stocks/view/7374/tien-wah-press-holdings-berhad
MBSB,1171,"Other FinancialsFinancial Services, Main Market",0.660,0,0%,0.620-0.785,"29,362",3.40,3.22,1.199,19.41,4.88,2.84,0.55,5426.73,https://www.klsescreener.com/v2/stocks/view/1171/mbsb-berhad
CRESBLD,8591,"ConstructionConstruction, Main Market",0.470,0,0%,0.470-0.600,174,5.78,0,2.04,8.13,0.00,2.83,0.23,105.71,https://www.klsescreener.com/v2/stocks/view/8591/crest-builder-holdings-bhd
MASTER,7029,"Packaging MaterialsIndustrial Products & Services, Main Market",1.720,0.02,1.2%,1.600-3.700,131,8.79,18,3.11,19.56,10.47,2.83,0.55,93.95,https://www.klsescreener.com/v2/stocks/view/7029/master-pack-group-berhad
ZHULIAN,5131,"Consumer ServicesConsumer Products & Services, Main Market",0.810,0,0%,0.810-1.170,40,2.55,3.5,0.904,31.77,4.32,2.82,0.90,372.60,https://www.klsescreener.com/v2/stocks/view/5131/zhulian-corporation-berhad
EQ8WAQF,0839EA,"Equity FundETF-Equity, ETF",0.940,0,0%,0.910-1.050,0,5.20,1.7,0.924,18.08,1.81,2.82,1.02,1.41,https://www.klsescreener.com/v2/stocks/view/0839EA/eq8-ftse-malaysia-enhanced-dividend-waqf-etf
SOLID,5242,"AutomotiveConsumer Products & Services, Main Market",0.125,0,0%,0.115-0.170,0,1.32,0,0.47,9.47,0.00,2.81,0.27,64.92,https://www.klsescreener.com/v2/stocks/view/5242/solid-automotive-berhad
SHCHAN,4316,"PlantationPlantation, Main Market",0.210,-0.005,-2.3%,0.200-0.290,300,2.01,0,0.73,10.43,0.00,2.76,0.29,87.82,https://www.klsescreener.com/v2/stocks/view/4316/sin-heng-chan-malaya-berhad
SUNSURIA,3743,"PropertyProperty, Main Market",0.315,0.015,5%,0.300-0.450,"10,671",3.30,0,1.2,9.54,0.00,2.75,0.26,282.21,https://www.klsescreener.com/v2/stocks/view/3743/sunsuria-berhad
TRC,5054,"ConstructionConstruction, Main Market",0.295,0.005,1.7%,0.250-0.400,400,3.19,0.7,1.16,9.25,2.37,2.75,0.25,141.75,https://www.klsescreener.com/v2/stocks/view/5054/trc-synergy-bhd
APEX,5088,"Other FinancialsFinancial Services, Main Market",0.820,0,0%,0.780-0.940,0,5.04,0,1.85,16.26,0.00,2.73,0.44,175.12,https://www.klsescreener.com/v2/stocks/view/5088/apex-equity-holdings-bhd
WILLOW,0008,"SoftwareTechnology, Main Market",0.265,0.005,1.9%,0.240-0.310,334,0.92,1.5,0.34,28.91,5.66,2.70,0.78,131.44,https://www.klsescreener.com/v2/stocks/view/0008/willowglen-msc-berhad
TANCO,2429,"PropertyProperty, Main Market",1.440,0,0%,0.690-1.650,"398,034",0.16,0,0.061,875.59,0.00,2.69,23.57,8832.98,https://www.klsescreener.com/v2/stocks/view/2429/tanco-holdings-berhad
BESHOM,7668,"RetailersConsumer Products & Services, Main Market",0.580,0.005,0.9%,0.550-0.760,142,2.71,4,1.01,21.39,6.90,2.68,0.57,174.06,https://www.klsescreener.com/v2/stocks/view/7668/beshom-holdings-berhad
CITAGLB,7245,"MetalsIndustrial Products & Services, Main Market",0.865,-0.005,-0.6%,0.685-0.960,340,2.49,0,0.94,34.78,0.00,2.65,0.92,426.79,https://www.klsescreener.com/v2/stocks/view/7245/citaglobal-berhad
CENSOF,5195,"SoftwareTechnology, Main Market",0.165,-0.005,-2.9%,0.160-0.255,"2,170",0.50,0,0.189,33.21,0.00,2.62,0.87,91.13,https://www.klsescreener.com/v2/stocks/view/5195/censof-holdings-berhad
TCS,0221,"ConstructionConstruction, Ace Market",0.085,0,0%,0.080-0.165,530,0.34,0,0.13,24.93,0.00,2.62,0.65,56.16,https://www.klsescreener.com/v2/stocks/view/0221/tcs-group-holdings-berhad
MAGNA,7617,"PropertyProperty, Main Market",0.740,-0.005,-0.7%,0.500-0.750,90,2.11,0,0.81,35.11,0.00,2.60,0.91,297.06,https://www.klsescreener.com/v2/stocks/view/7617/magna-prima-berhad
SUCCESS,7207,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.575,-0.005,-0.9%,0.565-0.685,"1,504",4.24,3.1,1.63,13.56,5.39,2.60,0.35,145.59,https://www.klsescreener.com/v2/stocks/view/7207/success-transformer-corporation-berhad
POHUAT,7088,"Houshold GoodsConsumer Products & Services, Main Market",0.850,0.03,3.7%,0.790-1.240,"1,037",4.77,8,1.842,17.81,9.41,2.59,0.46,236.55,https://www.klsescreener.com/v2/stocks/view/7088/poh-huat-resources-holdings-berhad
NCT,0056,"PropertyProperty, Main Market",0.560,-0.02,-3.4%,0.450-0.650,"18,502",0.99,0,0.382,56.68,0.00,2.59,1.47,1193.67,https://www.klsescreener.com/v2/stocks/view/0056/nct-alliance-berhad
SALCON,8567,"Gas, Water & Multi-UtilitiesUtilities, Main Market",0.225,0,0%,0.220-0.360,697,1.02,0,0.4,22.05,0.00,2.55,0.56,255.51,https://www.klsescreener.com/v2/stocks/view/8567/salcon-berhad
EPMB,7773,"Auto PartsIndustrial Products & Services, Main Market",0.430,0,0%,0.325-0.595,"1,512",3.28,0.47,1.29,13.12,1.09,2.54,0.33,123.14,https://www.klsescreener.com/v2/stocks/view/7773/ep-manufacturing-bhd
HEKTAR,5121,"Real Estate Investment TrustsReal Estate Investment Trusts, Main Market",0.445,0,0%,0.415-0.490,"12,082",2.64,2.18,1.05,16.83,4.90,2.52,0.42,315.63,https://www.klsescreener.com/v2/stocks/view/5121/hektar-reits
KEN,7323,"PropertyProperty, Main Market",0.510,0,0%,0.400-0.585,0,5.28,0,2.1,9.65,0.00,2.52,0.24,97.78,https://www.klsescreener.com/v2/stocks/view/7323/ken-holdings-bhd
CYL,7157,"Packaging MaterialsIndustrial Products & Services, Main Market",0.325,-0.005,-1.5%,0.255-0.400,11,2.84,1,1.13,11.43,3.08,2.52,0.29,32.50,https://www.klsescreener.com/v2/stocks/view/7157/cyl-corporation-berhad
EITA,5208,"Industrial Materials, Components & EquipmentIndustrial Products & Services, Main Market",0.465,-0.005,-1.1%,0.450-0.675,788,2.07,3,0.83,22.43,6.45,2.50,0.56,140.34,https://www.klsescreener.com/v2/stocks/view/5208/eita-resources-berhad
SAB,5134,"ChemicalsIndustrial Products & Services, Main Market",3.020,0.02,0.7%,2.820-3.600,10,13.67,5,5.59,22.09,1.66,2.45,0.54,413.54,https://www.klsescreener.com/v2/stocks/view/5134/southern-acids-m-berhad
TDM,2054,"PlantationPlantation, Main Market",0.205,0,0%,0.160-0.215,"9,477",0.95,0.37,0.39,21.57,1.80,2.44,0.53,353.19,https://www.klsescreener.com/v2/stocks/view/2054/tdm-berhad
TSRCAP,5042,"ConstructionConstruction, Main Market",0.220,0,0%,0.200-0.305,"1,226",2.14,0,0.88,10.30,0.00,2.43,0.25,38.38,https://www.klsescreener.com/v2/stocks/view/5042/tsr-capital-bhd
AEMULUS,0181,"Technology EquipmentTechnology, Ace Market",0.170,0.005,3%,0.100-0.315,"15,356",0.41,0,0.17,41.20,0.00,2.43,1.00,114.34,https://www.klsescreener.com/v2/stocks/view/0181/aemulus-holdings-berhad
AAI,03067,"Packaging MaterialsIndustrial Products & Services, Leap Market",0.230,0,0%,0.190-0.230,0,1.82,0.08,0.19,12.63,0.35,2.40,1.21,41.59,https://www.klsescreener.com/v2/stocks/view/03067/associated-air-pak-industries-berhad
EFRAME,0227,"Building MaterialsIndustrial Products & Services, Ace Market",0.290,-0.02,-6.5%,0.245-0.765,"19,440",0.74,0,0.311,39.04,0.00,2.39,0.93,112.68,https://www.klsescreener.com/v2/stocks/view/0227/econframe-berhad
MMAG,0034,"Transportation & Logistics ServicesTransportation & Logistics, Ace Market",0.030,0.005,20%,0.025-0.725,"9,354",0.29,0,0.124,10.23,0.00,2.36,0.24,69.64,https://www.klsescreener.com/v2/stocks/view/0034/mmag-holdings-berhad
CJCEN,7117,"Transportation & Logistics ServicesTransportation & Logistics, Main Market",0.170,0.005,3%,0.130-0.210,"3,131",1.80,0,0.78,9.42,0.00,2.31,0.22,101.02,https://www.klsescreener.com/v2/stocks/view/7117/cj-century-logistics-holdings-berhad
CHINAETF-USD,0829EB,"Equity FundETF-Equity, ETF",1.270,0,0%,1.215-1.270,0,3.00,0,1.323,0.04,0.00,2.27,0.96,0.14,https://www.klsescreener.com/v2/stocks/view/0829EB/tradeplus-s-p-new-china-tracker-usd
PASDEC,6912,"PropertyProperty, Main Market",0.285,0,0%,0.230-0.315,0,2.06,1.3,0.91,13.82,4.56,2.27,0.31,114.11,https://www.klsescreener.com/v2/stocks/view/6912/pasdec-holdings-bhd
KAWAN,7216,"Food & BeveragesConsumer Products & Services, Main Market",0.810,0.01,1.2%,0.770-1.480,600,2.43,9,1.09,33.33,11.11,2.23,0.74,294.87,https://www.klsescreener.com/v2/stocks/view/7216/kawan-food-berhad
RTECH,0342,"Consumer ServicesConsumer Products & Services, Ace Market",0.170,0.01,6.3%,0.150-0.335,"2,150",0.35,0,0.16,48.96,0.00,2.17,1.06,34.42,https://www.klsescreener.com/v2/stocks/view/0342/richtech-digital-berhad
ECM,2143,"Other FinancialsFinancial Services, Main Market",0.185,0,0%,0.175-0.220,0,0.84,0,0.39,21.94,0.00,2.16,0.47,91.63,https://www.klsescreener.com/v2/stocks/view/2143/ecm-libra-group-berhad
MALAKOF,5264,"ElectricityUtilities, Main Market",0.850,0.09,11.8%,0.730-1.120,"46,333",1.92,4.4,0.89,44.24,5.18,2.16,0.96,4250.00,https://www.klsescreener.com/v2/stocks/view/5264/malakoff-corporation-berhad
